Date;Basic EPS;Level_0
31/12/09;1.72;Verizon
31/12/10;0.9;Verizon
31/12/11;0.85;Verizon
31/12/12;0.9;Verizon
31/12/13;4.01;Verizon
31/12/14;2.42;Verizon
31/12/15;4.38;Verizon
31/12/16;3.22;Verizon
31/12/17;7.37;Verizon
31/12/18;3.76;Verizon
